"","city","month","adults","children","num_rooms","postal_code","latitude","longitude","hotel_score","staff_score","facilities_score","cleanliness_score","comfort_score","value_for_money_score","location_score","free_wifi_score","balcony","swimming_pool","pet_friendly","kitchen","city_view","aparments","non_smoking_rooms","private_bathroom","elevator","heating","safe","air_conditioning","free_wifi","page_count","current_page","in_page_count","is_december","is_march","as.integer(!is.na(NA))","length_description","min_price","max_price","is_suite","is_apartment","has_free_cancelation","mean_flights"
"39","Barcelona","December",2,3,2," 08001 ",41.37845894,2.17369169,8.3,8.3,8.3,8.5,8.4,8.1,9.3,8.8,0,0,0,1,0,0,1,1,0,1,1,1,1,38,2,13,1,0,0,123,682,744,0,1,1,2486434.5
"40","Barcelona","December",2,3,2," 08018 ",41.40412184,2.19083101,8.2,8.9,8.2,8.6,8.5,8.1,8.7,8.6,0,1,1,0,0,0,1,1,0,0,1,1,1,39,2,14,1,0,0,156,34,994,0,0,1,2486434.5
"41","Barcelona","December",2,3,2," 08009 ",41.39664043,2.16891065,8.5,7.9,8.5,8.6,8.8,8.1,9.1,8.7,1,0,0,1,1,0,1,0,0,1,0,1,1,40,2,15,1,0,0,172,618,696,0,1,1,2486434.5
"42","Barcelona","December",2,3,2," 08002 ",41.38125038,2.17639536,8.5,9.2,8.5,8.9,8.8,8.4,9.5,8.7,0,1,1,0,0,0,1,1,0,0,1,1,1,41,2,16,1,0,0,143,332,684,0,0,1,2486434.5
"43","Barcelona","December",2,3,2," 08005 ",41.39921984,2.20768467,8.5,8.9,8.6,8.7,8.8,8,9.1,9,0,1,0,1,1,0,1,1,0,0,0,1,1,42,2,17,1,0,0,203,429,710,0,1,1,2486434.5
"44","Barcelona","December",2,3,2," 08010 ",41.39161713,2.17792086,8.6,9.1,8.7,9,9.1,8.3,9.1,7.5,0,1,1,0,0,0,1,0,0,0,1,1,1,43,2,18,1,0,0,207,36,972,0,0,1,2486434.5
"45","Barcelona","December",2,3,2," 08001 ",41.37894196,2.1740444,8.2,8.7,7.9,8.5,8.5,8.1,9.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,19,1,0,0,184,342,563,0,0,1,2486434.5
"46","Barcelona","December",2,3,2," 08002 ",41.3798104,2.1742288,7.8,8.7,7.5,8.1,8.1,7.8,9.5,8.6,0,0,0,0,0,0,1,1,1,1,1,1,1,45,2,20,1,0,0,137,331,819,0,0,1,2486434.5
"47","Barcelona","December",2,3,2," 08005 ",41.3983074,2.20517211,8.6,9,8.8,8.9,8.8,8.2,9.3,9.2,1,0,0,1,1,0,1,0,0,0,1,1,1,46,2,21,1,0,0,205,404,673,0,1,1,2486434.5
"48","Barcelona","December",2,3,2," 08013 ",41.39838285,2.17793964,8.6,9.2,8.5,9.1,8.9,8.7,9.1,8.5,0,0,0,0,1,0,1,0,0,0,1,1,1,47,2,22,1,0,0,131,281,549,0,0,1,2486434.5
"49","Barcelona","December",2,3,2," 08007 ",41.3901814,2.16959462,9,9.5,9.1,9.3,9.3,8.7,9.7,8.9,0,1,1,0,0,0,1,1,0,0,1,1,1,48,2,23,1,0,0,232,62,942,0,0,1,2486434.5
"50","Barcelona","December",2,3,2," 08001 ",41.37887888,2.16878679,8.2,9.5,8.4,8.7,8.6,8.2,8,8.8,0,1,0,0,0,0,1,1,0,0,1,1,1,49,2,24,1,0,0,113,336,530,0,0,1,2486434.5
"51","Barcelona","December",2,3,2," 08003 ",41.38282618,2.1846056,8.6,9.2,8.6,8.9,8.9,8.6,9.6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2,25,1,0,0,99,286,765,0,0,1,2486434.5
"52","Barcelona","December",2,3,2," 08014 ",41.374521,2.1423584,8.2,8.9,8.2,8.1,8.1,7.8,8.7,7.2,0,0,0,1,0,0,1,1,0,1,1,1,1,51,3,0,1,0,0,172,370,850,0,1,1,2486434.5
"53","Barcelona","December",2,3,2," 08013 ",41.39753378,2.18403094,7.7,7.9,7.8,8.2,8.2,7.8,8.3,6.8,1,0,0,1,1,0,1,1,0,0,0,1,1,52,3,1,1,0,0,193,423,838,0,1,1,2486434.5
"54","Barcelona","December",2,3,2," 08004 ",41.37479586,2.16901325,7.7,8.3,7.5,7.7,7.7,7.7,8.8,7.5,0,0,0,1,0,0,0,0,1,1,0,1,1,53,3,2,1,0,0,138,389,703,0,1,1,2486434.5
"55","Barcelona","December",2,3,2," 08025 ",41.4067069,2.1742879,9,9.5,9,9.4,9.2,9,9.7,8.5,1,0,0,1,0,0,0,0,1,1,0,1,1,54,3,3,1,0,0,136,627,790,0,1,1,2486434.5
"56","Barcelona","December",2,3,2," 08010 ",41.39152759,2.1752581,8.6,8.7,8.7,8.8,8.8,8.4,9.3,7.5,0,0,0,1,0,0,1,1,0,1,1,1,1,55,3,4,1,0,0,123,637,694,0,1,1,2486434.5
"57","Barcelona","December",2,3,2," 08002 ",41.38566171,2.1667622,8.3,8.7,8.3,8.8,8.8,7.9,9.5,8,0,1,1,0,0,0,1,1,0,0,1,1,1,56,3,5,1,0,0,203,86,983,0,0,1,2486434.5
"58","Barcelona","December",2,3,2," 08001 ",41.38474103,2.16649935,8,9,7.9,8.6,8.3,7.9,9.2,8.8,0,0,0,0,0,0,1,1,0,0,1,1,1,57,3,6,1,0,0,128,257,560,0,0,1,2486434.5
"59","Barcelona","December",2,3,2," 08025 ",41.40495171,2.17036575,8.4,8.5,8.5,8.6,8.7,8.2,9.1,8.8,0,0,0,1,0,0,1,0,1,1,0,1,1,58,3,7,1,0,0,141,534,632,0,1,1,2486434.5
"60","Barcelona","December",2,3,2," 08002 ",41.38430836,2.17066415,8,8.7,7.9,8.2,8.3,7.7,9.5,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,59,3,8,1,0,0,189,504,866,0,0,1,2486434.5
"61","Barcelona","December",2,3,2," 08002 ",41.38558926,2.17299901,8.7,9.2,8.7,9,9,8.5,9.7,8.7,0,1,1,0,0,0,1,0,0,0,1,1,1,60,3,9,1,0,0,148,464,880,0,0,1,2486434.5
"62","Barcelona","December",2,3,2," 08015 ",41.37705671,2.16285288,7.7,8.9,7.7,8,7.9,7.7,9.1,7.3,0,0,0,1,0,0,1,1,1,0,0,0,1,61,3,10,1,0,0,138,1,909,0,1,1,2486434.5
"63","Barcelona","December",2,3,2," 08029 ",41.38941875,2.1475435,6.9,8.2,6.8,7.5,7.3,7,8.2,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,62,3,11,1,0,0,136,263,447,0,0,1,2486434.5
"64","Barcelona","December",2,3,2," 08004 ",41.3733034,2.14722633,8.7,9.2,8.7,9.1,9,8.6,9.3,8.4,0,0,0,0,0,0,1,0,1,1,1,1,1,63,3,12,1,0,0,169,365,919,0,0,1,2486434.5
"65","Barcelona","December",2,3,2," 08002 ",41.37922172,2.17473105,8.3,8.9,8.2,8.6,8.5,8.4,9.5,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3,13,1,0,0,135,224,331,0,0,1,2486434.5
"66","Barcelona","December",2,3,2," 08002 ",41.38041719,2.17993319,8,9,7.8,8.5,8.4,7.8,9.3,8.8,0,0,1,0,0,0,1,1,0,0,1,1,1,65,3,14,1,0,0,117,314,822,0,0,1,2486434.5
"67","Barcelona","December",2,3,2," 08014 ",41.37713864,2.13853061,8.7,9,8.8,9.1,8.9,8.5,9,9.6,0,0,0,1,0,0,1,1,1,1,0,1,1,66,3,15,1,0,0,125,359,843,0,1,1,2486434.5
"68","Barcelona","December",2,3,2," 08025 ",41.40416128,2.17238919,8.5,8.9,8.4,8.6,8.7,8.5,9.4,8.7,0,0,0,1,1,0,0,1,0,0,0,1,1,67,3,16,1,0,0,104,500,638,0,1,1,2486434.5
"69","Barcelona","December",2,3,2," 08001 ",41.37666768,2.17259467,8.6,9.3,8.6,9,8.9,8.4,8.7,8.9,0,1,0,0,0,0,1,0,1,1,0,0,1,68,3,17,1,0,0,144,312,915,0,0,1,2486434.5
"70","Barcelona","December",2,3,2," 08014 ",41.37597632,2.15498194,8.6,8.1,8.5,8.9,8.8,8.2,8.9,9.8,0,0,0,1,1,0,1,1,0,0,0,1,1,69,3,18,1,0,0,130,583,661,0,1,1,2486434.5
"71","Barcelona","December",2,3,2," 08037 ",41.39862328,2.16225006,8.5,9.2,8.5,8.9,8.9,8.3,9.2,8.3,0,1,1,0,0,0,1,0,0,1,1,1,1,70,3,19,1,0,0,170,380,684,0,0,1,2486434.5
"72","Barcelona","December",2,3,2," 08012 ",41.3990483,2.15848,8.4,8.8,8.3,8.4,8.7,8,9.4,8.3,0,0,0,1,0,0,1,1,1,1,1,1,1,71,3,20,1,0,0,135,513,710,0,1,1,2486434.5
"73","Barcelona","December",2,3,2," 08003 ",41.38976385,2.17993453,8.6,9.2,8.7,9,9,8.5,9.3,8.2,0,1,1,0,0,0,1,1,0,0,1,1,1,72,3,21,1,0,0,143,420,760,0,0,1,2486434.5
"74","Barcelona","December",2,3,2," 08001 ",41.38048763,2.17159621,7.9,8.2,7.9,8.2,8.2,7.8,9.1,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,22,1,0,0,133,303,655,0,0,1,2486434.5
"75","Barcelona","December",2,3,2," 08004 ",41.37123624,2.14631036,8.5,8.3,8.7,8.9,8.7,8.3,8.7,8.9,0,0,0,1,0,0,1,1,0,1,1,1,1,74,3,23,1,0,0,162,413,558,0,1,1,2486434.5
"76","Barcelona","December",2,3,2," 08015 ",41.379375,2.1503261,8.1,8.9,8.1,8.4,8.2,8.3,9,10,1,0,0,1,0,0,1,1,0,0,0,1,1,75,3,24,1,0,0,137,421,478,0,1,1,2486434.5
"77","Barcelona","December",2,3,2," 08001 ",41.38305258,2.17006132,8.1,8.7,8,8.3,8.4,7.9,9.5,7.6,0,1,0,0,0,0,1,1,0,0,1,1,1,76,3,25,1,0,0,105,38,890,0,0,1,2486434.5
"78","Barcelona","December",2,3,2," 08001 ",41.38305258,2.17006132,8.1,8.7,8,8.3,8.4,7.9,9.5,7.6,0,1,0,0,0,0,1,1,0,0,1,1,1,77,4,0,1,0,0,105,38,890,0,0,1,2486434.5
"79","Barcelona","December",2,3,2," 08010 ",41.3919326,2.1739253,9,9.3,9.1,9.1,9.2,8.8,9.5,8.5,0,0,0,1,0,0,1,1,1,1,1,1,1,78,4,1,1,0,0,179,1,979,0,1,1,2486434.5
"80","Barcelona","December",2,3,2," 08010 ",41.3927882,2.1762467,7.7,7.7,7.5,7.6,7.5,7,8.8,7.5,0,0,0,1,0,0,0,1,1,1,0,0,1,79,4,2,1,0,0,151,853,930,0,1,1,2486434.5
"81","Barcelona","December",2,3,2," 08001 ",41.38267021,2.16575705,8.4,9,8.5,9,8.9,8.4,8.4,8.5,1,0,0,0,1,0,1,1,0,0,1,1,1,80,4,3,1,0,0,126,312,581,0,0,1,2486434.5
"82","Barcelona","December",2,3,2," 08003 ",41.39803879,2.19605327,7.7,8.5,7.9,8.1,8,7.6,8,7.8,0,1,0,1,0,0,1,1,0,0,0,1,1,81,4,4,1,0,0,116,327,687,0,1,1,2486434.5
"83","Barcelona","December",2,3,2," 08028 ",41.37557076,2.12452546,8.3,8.9,8.3,8.5,8.4,8.2,8.4,7.6,0,0,1,1,1,0,1,1,0,0,1,1,1,82,4,5,1,0,0,129,379,574,0,1,1,2486434.5
"84","Barcelona","December",2,3,2," 08015 ",41.38031153,2.15402909,8.9,9.2,9,9.4,9.3,8.6,8.9,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,83,4,6,1,0,0,141,431,794,0,0,1,2486434.5
"85","Barcelona","December",2,3,2," 08023 ",41.40950124,2.14725718,8.4,8.8,8.3,8.8,8.4,8.1,8.4,8.3,0,0,1,1,0,0,1,1,0,1,0,1,1,84,4,7,1,0,0,163,378,707,0,1,1,2486434.5
"86","Barcelona","December",2,3,2," 08037 ",41.40295799,2.16327667,9.2,9.4,9.4,9.5,9.5,8.8,9.3,9.7,0,0,0,0,0,0,1,1,1,1,0,1,1,85,4,8,1,0,0,157,112,866,0,1,1,2486434.5
"87","Barcelona","December",2,3,2," 08003 ",41.38211476,2.17319079,7.4,7.6,7.3,7.7,7.6,7.5,9.2,8.4,0,0,0,1,0,0,1,1,1,1,1,1,1,86,4,9,1,0,0,158,740,740,0,1,1,2486434.5
"88","Barcelona","December",2,3,2," 08002 ",41.38248405,2.17218563,8.1,8.5,8.1,8.4,8.3,7.7,9.5,9.4,0,0,0,1,0,0,1,1,1,1,1,1,1,87,4,10,1,0,0,134,496,627,0,1,1,2486434.5
"89","Barcelona","December",2,3,2," 08009 ",41.39448607,2.17231331,8,9.1,7.7,8.1,7.9,7.8,9.3,9,1,0,0,1,0,0,1,1,1,1,0,1,1,88,4,11,1,0,0,112,720,748,0,1,1,2486434.5
"90","Barcelona","December",2,3,2," 08005 ",41.40058596,2.20633954,8.3,9.2,8.4,8.4,8.4,7.9,9,8.9,0,0,0,1,0,0,1,1,1,1,1,1,1,89,4,12,1,0,0,198,475,688,0,1,1,2486434.5
"91","Barcelona","December",2,3,2," 08011 ",41.38837738,2.15763129,9,9.3,9.2,9.2,9.3,8.7,9.2,9.1,1,0,0,1,1,0,1,1,0,0,1,1,1,90,4,13,1,0,0,125,8,987,0,1,1,2486434.5
"92","Barcelona","December",2,3,2," 08018 ",41.39695632,2.19229683,8.2,8.8,8.4,8.8,8.8,8,7.6,7.8,0,0,0,0,0,0,1,0,1,1,1,1,1,91,4,14,1,0,0,156,122,970,0,0,1,2486434.5
"93","Barcelona","December",2,3,2," 08004 ",41.37280826,2.17211992,8.2,8.9,8.4,8.7,8.7,8.1,8.4,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,92,4,15,1,0,0,181,381,787,0,0,1,2486434.5
"94","Barcelona","December",2,3,2," 08011 ",41.38315824,2.16036916,8.7,9.3,8.8,9.1,9.1,8.3,9.2,8.6,0,1,1,0,0,0,1,1,0,1,1,1,1,93,4,16,1,0,0,149,410,914,0,0,1,2486434.5
"95","Barcelona","December",2,3,2," 08037 ",41.39750762,2.16561019,7.5,8.2,7.5,8.2,7.8,7.9,9.1,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,94,4,17,1,0,0,160,241,464,0,0,1,2486434.5
"96","Barcelona","December",2,3,2," 08025 ",41.40451917,2.17232376,9.1,9.4,9.2,9.4,9.4,8.8,9.5,7.9,1,1,0,1,1,0,1,1,0,0,0,1,1,95,4,18,1,0,0,215,14,971,0,1,1,2486434.5
"97","Barcelona","December",2,3,2," 08004 ",41.37150898,2.16497988,8.5,9.1,8.7,9,8.8,8.5,8.2,8.8,0,0,0,1,0,0,1,1,0,1,0,1,1,96,4,19,1,0,0,123,449,908,0,1,1,2486434.5
"98","Barcelona","December",2,3,2," 08014 ",41.37538559,2.14849636,8.4,8.8,8.5,8.7,8.7,8,9.2,7.9,0,1,1,0,0,0,1,1,0,1,1,1,1,97,4,20,1,0,0,169,74,979,0,0,1,2486434.5
"99","Barcelona","December",2,3,2," 08006 ",41.39999042,2.14518651,8.3,8.9,8.3,8.7,8.6,8.2,8.3,8,0,0,1,0,1,0,1,1,0,0,1,1,1,98,4,21,1,0,0,184,393,780,0,0,1,2486434.5
"100","Barcelona","December",2,3,2," 08012 ",41.40417817,2.15170495,7.9,8.1,8,8.2,8.4,7.7,8.5,9.1,0,0,0,1,0,0,1,1,0,1,1,1,1,99,4,22,1,0,0,135,563,649,0,1,1,2486434.5
"101","Barcelona","December",2,3,2," 08010 ",41.39299246,2.17367157,8.7,9.6,8.8,9,8.8,8.7,9.4,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,23,1,0,0,173,338,427,0,0,1,2486434.5
"102","Barcelona","December",2,3,2," 08002 ",41.38612753,2.17456655,9.1,9.7,9.2,9.5,9.5,8.8,9.7,9.2,0,1,1,0,0,0,0,1,1,1,1,1,1,101,4,24,1,0,0,150,30,926,0,0,1,2486434.5
"103","Barcelona","December",2,3,2," 08004 ",41.37278712,2.15492159,8.8,9.1,9.1,9.4,9.4,8.3,8.5,9.2,0,1,0,0,0,0,1,0,0,0,1,1,1,102,4,25,1,0,0,270,1,999,0,0,1,2486434.5
"104","Barcelona","December",2,3,2," 08002 ",41.37875334,2.17879057,8.6,9.4,8.6,8.9,8.9,8.2,9.4,8.3,0,1,1,0,0,0,1,1,0,0,1,1,1,103,4,26,1,0,0,157,38,939,0,0,1,2486434.5
"105","Barcelona","December",2,3,2," 08012 ",41.4031879,2.1508297,8.8,9,8.7,8.4,8.4,8.3,9,8.8,1,0,0,1,0,0,1,1,0,0,0,1,1,104,4,27,1,0,0,115,594,630,0,1,1,2486434.5
"106","Barcelona","December",2,3,2," 08001 ",41.38305258,2.17006132,8.1,8.7,8,8.3,8.4,7.9,9.5,7.6,0,1,0,0,0,0,1,1,0,0,1,1,1,105,5,0,1,0,0,105,38,890,0,0,1,2486434.5
"107","Barcelona","December",2,3,2," 08014 ",41.37919555,2.14293212,7.3,8.1,7.3,7.7,7.7,7,8.6,7.8,1,1,0,0,0,0,0,0,0,0,0,1,1,106,5,1,1,0,0,142,294,769,0,0,1,2486434.5
"108","Barcelona","December",2,3,2," 08011 ",41.38533469,2.15787537,8.1,8,8,8.4,8.4,8,9,8,1,0,0,1,0,0,1,1,0,1,0,1,1,107,5,2,1,0,0,140,584,808,0,1,1,2486434.5
"109","Barcelona","December",2,3,2," 08014 ",41.37299545,2.14602739,8,8.7,8,8.4,8.3,8.1,8.8,8.5,0,0,0,0,0,0,1,1,0,0,1,1,1,108,5,3,1,0,0,139,345,745,0,1,1,2486434.5
"110","Barcelona","December",2,3,2," 08025 ",41.40311089,2.17124015,8.8,9.2,8.7,8.8,8.9,8.6,9.4,8.7,1,0,0,1,0,0,0,0,0,0,0,1,1,109,5,4,1,0,0,136,556,857,1,0,1,2486434.5
"111","Barcelona","December",2,3,2," 08001 ",41.38594344,2.16545597,7.3,8.2,7.2,7.7,7.6,7.3,9.4,7.4,0,0,0,0,1,0,1,1,0,1,1,1,1,110,5,5,1,0,0,120,290,736,0,0,1,2486434.5
